Wall time,Step,Value
1565350186.327473,0,0.1671684980392456
1565350461.0838568,1,0.5319764018058777
1565350736.0361607,2,0.7563531398773193
1565351010.5799513,3,0.8575213551521301
1565351285.327723,4,0.9075033068656921
1565351561.0206227,5,0.9365289807319641
1565351836.6296628,6,0.9511622190475464
1565352111.6631594,7,0.9652535319328308
